order_id,user_id,order_date,amount,status
16598,2037,2024-11-11,125.72,cancelled
16599,1025,2024-06-05,89.45,completed
16600,3023,2024-03-23,106.79,completed
16601,7037,2024-03-06,41.21,completed
16602,8453,2024-03-14,148.33,completed
16603,1533,2024-08-29,56.47,completed
16604,8605,2024-09-04,27.46,completed
16605,8458,2024-07-06,56.41,refunded
16606,3832,2024-10-27,47.91,cancelled
16607,8426,2024-08-15,60.39,completed
16608,8050,2024-10-17,26.96,completed
16609,6808,2024-09-27,111.16,completed
16610,5709,2024-01-26,33.02,completed
16611,5187,2024-10-16,75.76,completed
16612,2809,2024-03-29,87.26,completed
16613,8039,2024-11-20,84.63,cancelled
16614,59,2024-09-12,89.47,completed
16615,8822,2024-12-28,26.48,cancelled
16616,9371,2024-12-20,99.38,completed
16617,4894,2024-10-30,21.59,completed
16618,7348,2024-07-10,14.78,completed
16619,2913,2024-08-04,64.13,completed
16620,8916,2024-10-26,44.58,cancelled
16621,8643,2024-06-26,94.94,completed
16622,5378,2024-05-30,146.91,completed
16623,4380,2024-05-05,99.29,completed
16624,3087,2024-09-06,28.51,refunded
16625,3599,2024-05-23,31.8,refunded
16626,2400,2024-03-18,30.24,completed
16627,3248,2024-12-15,102.34,completed
16628,4176,2024-01-17,58.89,completed
16629,7134,2024-01-15,80.29,completed
16630,2675,2024-06-24,22.72,completed
16631,1263,2024-03-14,79.94,completed
16632,5542,2024-01-02,44.89,completed
16633,4720,2024-08-09,179.12,completed
16634,7435,2024-05-18,22.42,completed
16635,4568,2024-01-07,18.21,cancelled
16636,1079,2024-09-15,52.45,completed
16637,7722,2024-12-28,49.41,cancelled
16638,7384,2024-05-24,142.45,cancelled
16639,2690,2024-09-08,41.42,cancelled
16640,4671,2024-05-11,220.82,completed
16641,2392,2024-06-10,57.27,completed
16642,6803,2024-10-18,30.34,completed
16643,3248,2024-11-21,44.05,completed
16644,1988,2024-01-03,96.04,completed
16645,1026,2024-05-02,86.48,completed
16646,7237,2024-11-30,167.28,completed
16647,1611,2024-06-28,16.71,completed
16648,1610,2024-02-03,44.78,completed
16649,8155,2024-02-22,292.64,completed
16650,9918,2024-11-23,34.65,completed
16651,8025,2024-02-07,129.95,completed
16652,8646,2024-08-18,5.45,completed
16653,3965,2024-07-21,33.94,completed
16654,4944,2024-08-06,85.59,completed
16655,8407,2024-10-24,87.43,completed
16656,7520,2024-02-15,77.34,completed
16657,8398,2024-08-18,83.9,refunded
16658,6080,2024-02-22,128.12,completed
16659,5278,2024-07-02,59.02,completed
16660,4644,2024-07-10,163.23,refunded
16661,204,2024-08-02,64.64,completed
16662,7270,2024-08-02,59.48,completed
16663,1860,2024-10-08,11.55,completed
16664,5046,2024-10-22,143.24,cancelled
16665,2303,2024-05-12,15.41,completed
16666,1783,2024-02-16,118.91,refunded
16667,7523,2024-08-30,97.77,completed
16668,2910,2024-11-10,159.64,cancelled
16669,831,2024-01-13,10.9,completed
16670,8764,2024-11-01,185.43,completed
16671,2344,2024-11-20,43.84,completed
16672,8493,2024-09-04,36.26,completed
16673,4962,2024-05-03,23.05,completed
16674,4552,2024-04-05,53.57,completed
16675,6097,2024-05-01,75.39,completed
16676,6960,2024-07-27,89.14,completed
16677,9624,2024-11-15,40.06,completed
16678,6676,2024-06-14,35.07,refunded
16679,1442,2024-04-23,195.14,completed
16680,694,2024-01-16,77.09,completed
16681,2648,2024-11-29,90.83,completed
16682,1433,2024-02-11,118.42,completed
16683,41,2024-01-22,83.73,completed
16684,1224,2024-12-30,38.39,completed
16685,4742,2024-04-26,22.82,completed
16686,1957,2024-09-15,101.43,completed
16687,634,2024-02-23,93.61,completed
16688,326,2024-09-27,87.12,completed
16689,8694,2024-04-10,65.49,completed
16690,7691,2024-11-12,63.01,refunded
16691,4831,2024-05-27,24.91,completed
16692,5422,2024-02-29,9.33,completed
16693,5407,2024-04-19,123.83,completed
16694,7440,2024-05-12,175.21,completed
16695,6886,2024-11-26,95.96,completed
16696,8835,2024-06-09,20.59,completed
16697,4793,2024-01-29,64.26,completed
16698,691,2024-07-25,31.64,completed
16699,5038,2024-05-21,49.42,completed
16700,9402,2024-01-30,25.18,completed
16701,3769,2024-07-12,70.24,completed
16702,9739,2024-04-29,114.45,completed
16703,4333,2024-10-13,86.05,cancelled
16704,5614,2024-04-26,44.99,completed
16705,4621,2024-06-07,74.98,completed
16706,549,2024-01-09,13.65,completed
16707,9775,2024-01-11,111.12,completed
16708,1282,2024-04-20,97.93,completed
16709,4112,2024-05-07,84.67,completed
16710,4920,2024-03-12,145.33,completed
16711,6307,2024-10-03,82.29,cancelled
16712,1081,2024-02-06,48.26,completed
16713,5615,2024-12-03,46.39,completed
16714,2451,2024-02-23,50.01,completed
16715,4204,2024-12-27,84.79,completed
16716,3447,2024-07-22,29.76,completed
16717,231,2024-08-22,34.97,cancelled
16718,6664,2024-08-20,22.95,completed
16719,5657,2024-11-26,28.87,completed
16720,381,2024-02-08,57.98,completed
16721,4251,2024-05-20,191.83,completed
16722,9992,2024-02-14,21.96,completed
16723,5844,2024-02-06,138.95,completed
16724,115,2024-04-12,37.1,completed
16725,8815,2024-10-25,129.38,completed
16726,6425,2024-05-09,49.47,refunded
16727,1783,2024-05-03,79.76,completed
16728,6913,2024-12-11,81.69,completed
16729,4586,2024-02-18,55.0,completed
16730,7323,2024-03-11,53.68,completed
16731,9923,2024-08-11,170.32,completed
16732,1828,2024-03-23,68.87,completed
16733,2265,2024-08-14,49.43,cancelled
16734,7284,2024-11-06,242.9,completed
16735,1899,2024-01-31,256.48,completed
16736,7971,2024-03-30,331.06,completed
16737,8473,2024-01-20,17.27,completed
16738,2273,2024-04-17,5.65,completed
16739,4758,2024-04-30,79.38,completed
16740,3313,2024-11-22,177.32,completed
16741,9117,2024-10-22,64.22,completed
16742,5251,2024-08-01,158.39,completed
16743,5656,2024-10-20,166.37,completed
16744,932,2024-07-29,36.7,cancelled
16745,7063,2024-12-20,55.92,completed
16746,4559,2024-11-29,11.31,completed
16747,614,2024-01-31,23.5,completed
16748,9105,2024-11-11,29.62,refunded
16749,2702,2024-10-03,17.06,completed
16750,6062,2024-08-01,77.65,refunded
16751,4482,2024-12-29,16.47,completed
16752,7466,2024-08-12,135.51,completed
16753,3395,2024-12-03,177.36,refunded
16754,641,2024-09-25,159.66,cancelled
16755,7986,2024-07-31,103.08,refunded
16756,9142,2024-04-25,1.72,cancelled
16757,7743,2024-12-17,121.78,completed
16758,6553,2024-08-02,130.61,completed
16759,5300,2024-09-12,28.52,completed
16760,1227,2024-04-25,109.01,completed
16761,5120,2024-02-09,85.89,completed
16762,1179,2024-12-13,48.97,completed
16763,4341,2024-06-05,85.83,completed
16764,3399,2024-10-19,157.59,completed
16765,1612,2024-12-27,37.54,refunded
16766,6928,2024-01-16,37.01,completed
16767,9306,2024-05-01,84.66,completed
16768,353,2024-12-22,48.55,cancelled
16769,5471,2024-12-06,23.78,completed
16770,5523,2024-06-12,132.48,completed
16771,8375,2024-02-06,87.71,completed
16772,5078,2024-09-12,7.84,completed
16773,178,2024-05-09,114.82,completed
16774,7053,2024-04-14,106.71,completed
16775,5732,2024-10-14,79.03,cancelled
16776,5351,2024-01-21,53.81,completed
16777,7580,2024-02-23,50.22,completed
16778,3446,2024-01-27,103.48,completed
16779,9061,2024-02-06,18.7,completed
16780,4040,2024-08-16,90.88,completed
16781,247,2024-01-02,105.83,completed
16782,9508,2024-02-11,129.0,cancelled
16783,731,2024-12-12,36.17,completed
16784,6643,2024-07-04,42.91,completed
16785,1347,2024-01-17,101.33,completed
16786,5255,2024-07-01,35.45,completed
16787,8191,2024-11-10,18.99,completed
16788,8695,2024-05-20,57.44,completed
16789,798,2024-06-06,209.33,completed
16790,8037,2024-07-29,70.04,completed
16791,2522,2024-02-11,10.15,cancelled
16792,9348,2024-04-12,77.48,completed
16793,3488,2024-03-02,54.24,completed
16794,9127,2024-08-17,25.58,completed
16795,6790,2024-12-30,43.29,completed
16796,6164,2024-08-05,177.09,completed
16797,5560,2024-12-13,27.58,completed
16798,7317,2024-11-04,191.66,completed
16799,3161,2024-04-06,66.36,completed
16800,5711,2024-02-01,49.48,completed
16801,2290,2024-05-09,52.22,cancelled
16802,3953,2024-03-06,54.95,completed
16803,4357,2024-03-12,186.04,completed
16804,3102,2024-09-08,7.1,completed
16805,4448,2024-12-22,49.24,completed
16806,342,2024-08-08,54.4,completed
16807,4404,2024-09-29,104.91,cancelled
16808,6730,2024-12-02,63.83,completed
16809,9622,2024-02-10,68.45,completed
16810,7423,2024-09-01,198.33,completed
16811,1702,2024-11-11,69.78,completed
16812,851,2024-01-07,46.63,completed
16813,1706,2024-07-01,68.09,completed
16814,6679,2024-03-25,71.72,completed
16815,9193,2024-10-10,18.74,completed
16816,5911,2024-10-02,140.89,completed
16817,2249,2024-02-19,89.57,completed
16818,2531,2024-03-06,29.58,cancelled
16819,6529,2024-10-13,87.09,completed
16820,5718,2024-11-15,15.17,completed
16821,2290,2024-12-01,95.49,completed
16822,9625,2024-09-22,109.97,completed
16823,465,2024-07-16,233.82,completed
16824,1582,2024-04-02,29.53,completed
16825,4846,2024-06-07,69.39,completed
16826,99,2024-01-03,60.43,refunded
16827,7291,2024-09-21,39.79,completed
16828,7361,2024-07-22,30.86,completed
16829,2804,2024-12-05,58.31,completed
16830,8421,2024-04-16,72.44,completed
16831,4999,2024-08-11,43.79,completed
16832,324,2024-11-04,86.37,completed
16833,2692,2024-10-10,65.03,completed
16834,5954,2024-10-28,28.34,cancelled
16835,1180,2024-11-22,118.91,completed
16836,9114,2024-03-13,112.56,completed
16837,4203,2024-07-10,58.32,completed
16838,2902,2024-07-31,4.97,completed
16839,3534,2024-04-02,14.99,completed
16840,6876,2024-01-24,144.98,refunded
16841,4379,2024-06-15,202.41,completed
16842,2110,2024-03-22,135.31,completed
16843,6014,2024-08-26,34.75,completed
16844,4673,2024-09-15,114.21,completed
16845,2990,2024-05-30,105.55,completed
16846,6109,2024-03-15,106.81,completed
16847,9740,2024-11-16,62.35,cancelled
16848,1833,2024-07-23,71.06,completed
16849,598,2024-04-23,16.23,completed
16850,8470,2024-05-13,282.33,completed
16851,2025,2024-02-22,15.06,cancelled
16852,718,2024-06-06,43.56,completed
16853,9442,2024-08-17,252.92,completed
16854,1498,2024-06-08,52.14,completed
16855,3800,2024-12-19,58.09,cancelled
16856,5710,2024-08-12,65.27,completed
16857,8597,2024-04-21,73.07,cancelled
16858,1027,2024-04-14,25.46,completed
16859,7471,2024-04-06,102.72,cancelled
16860,2967,2024-08-27,99.01,completed
16861,7389,2024-11-28,60.11,completed
16862,266,2024-12-11,92.46,completed
16863,6943,2024-02-18,32.3,cancelled
16864,459,2024-10-01,177.43,completed
16865,1096,2024-06-12,337.96,completed
16866,4066,2024-04-09,45.4,cancelled
16867,6501,2024-09-08,68.85,completed
16868,4823,2024-08-23,25.14,completed
16869,3529,2024-07-12,107.39,completed
16870,6648,2024-01-01,45.9,refunded
16871,5394,2024-02-14,46.08,completed
16872,7076,2024-06-06,103.6,cancelled
16873,6457,2024-08-17,78.43,completed
16874,4767,2024-03-15,33.24,completed
16875,7564,2024-10-17,7.25,completed
16876,2190,2024-04-08,48.29,cancelled
16877,5628,2024-09-25,15.05,completed
16878,5159,2024-02-19,119.93,completed
16879,5333,2024-08-11,56.7,completed
16880,4994,2024-03-12,43.13,completed
16881,4891,2024-11-12,33.81,completed
16882,3305,2024-09-05,79.97,completed
16883,4570,2024-08-13,52.96,refunded
16884,7278,2024-02-16,118.67,completed
16885,6470,2024-09-17,56.15,cancelled
16886,9392,2024-04-06,116.11,completed
16887,9873,2024-02-21,43.47,completed
16888,1791,2024-10-03,78.4,completed
16889,3056,2024-01-16,20.55,cancelled
16890,5103,2024-03-30,60.24,completed
16891,1260,2024-04-07,183.44,completed
16892,6339,2024-10-16,22.14,completed
16893,2686,2024-01-19,96.76,completed
16894,3215,2024-10-10,185.7,cancelled
16895,5389,2024-01-29,36.99,completed
16896,8709,2024-09-22,50.01,completed
16897,2120,2024-06-02,35.71,completed
16898,9844,2024-02-21,114.13,completed
16899,9293,2024-03-25,120.55,completed
16900,2078,2024-04-17,155.16,completed
16901,8364,2024-02-13,196.84,completed
16902,3017,2024-08-11,18.95,completed
16903,5385,2024-01-02,118.78,completed
16904,2515,2024-09-10,162.58,completed
16905,8580,2024-03-22,145.04,completed
16906,6931,2024-10-05,31.64,completed
16907,9529,2024-02-13,115.4,completed
16908,262,2024-11-18,116.35,completed
16909,8644,2024-09-27,50.37,completed
16910,5421,2024-01-06,78.99,completed
16911,8595,2024-06-09,6.06,completed
16912,3445,2024-02-11,94.81,cancelled
16913,6157,2024-05-12,60.55,completed
16914,5489,2024-03-21,70.54,completed
16915,7097,2024-06-22,63.22,cancelled
16916,3232,2024-02-26,58.41,refunded
16917,7943,2024-02-27,21.87,completed
16918,1891,2024-10-08,42.21,completed
16919,5432,2024-09-08,93.56,refunded
16920,4730,2024-11-01,151.1,completed
16921,3100,2024-02-17,31.74,cancelled
16922,8756,2024-12-03,83.44,completed
16923,3451,2024-05-23,67.59,completed
16924,9100,2024-05-06,144.35,completed
16925,9305,2024-06-08,60.68,completed
16926,8370,2024-05-27,181.28,refunded
16927,9115,2024-09-13,55.44,completed
16928,8629,2024-07-20,53.35,completed
16929,9598,2024-09-21,35.32,completed
16930,7378,2024-04-16,109.45,completed
16931,3712,2024-06-21,169.14,refunded
16932,4760,2024-09-14,46.17,refunded
16933,3850,2024-03-19,54.46,completed
16934,5614,2024-11-29,34.6,refunded
16935,622,2024-09-03,16.22,completed
16936,5353,2024-02-26,38.01,completed
16937,1187,2024-03-21,51.69,completed
16938,6903,2024-05-31,139.78,completed
16939,3762,2024-05-17,35.8,completed
16940,6844,2024-03-14,54.23,completed
16941,5302,2024-12-03,73.96,refunded
16942,127,2024-09-15,26.24,completed
16943,5064,2024-11-29,101.79,completed
16944,6128,2024-09-14,52.86,completed
16945,1748,2024-04-04,43.26,completed
16946,5130,2024-07-09,161.75,completed
16947,1130,2024-07-08,174.68,completed
16948,524,2024-04-16,30.56,completed
16949,5342,2024-06-18,115.81,completed
16950,5559,2024-01-20,212.99,completed
16951,261,2024-04-07,58.6,cancelled
16952,7491,2024-01-02,81.13,completed
16953,4671,2024-06-17,67.7,completed
16954,6301,2024-06-29,117.81,cancelled
16955,765,2024-03-02,37.41,completed
16956,4788,2024-01-24,37.31,completed
16957,9674,2024-10-30,39.84,completed
16958,7678,2024-12-11,30.54,completed
16959,2756,2024-11-19,30.46,cancelled
16960,8363,2024-01-24,60.3,completed
16961,7714,2024-10-17,48.81,completed
16962,2733,2024-06-27,86.68,completed
16963,5369,2024-07-22,38.35,completed
16964,630,2024-04-22,84.44,completed
16965,5366,2024-03-20,65.88,completed
16966,6708,2024-06-09,211.71,completed
16967,963,2024-02-12,63.16,completed
16968,1326,2024-12-08,90.5,completed
16969,230,2024-04-21,27.22,completed
16970,6374,2024-02-24,31.76,completed
16971,5349,2024-04-20,187.91,completed
16972,1244,2024-04-18,100.74,completed
16973,7696,2024-03-09,90.51,completed
16974,2342,2024-06-14,62.72,completed
16975,7432,2024-10-25,70.25,refunded
16976,8272,2024-01-06,59.18,completed
16977,604,2024-07-02,99.9,completed
16978,4239,2024-11-01,67.1,cancelled
16979,7831,2024-10-23,114.47,completed
16980,2312,2024-07-24,33.25,completed
16981,8710,2024-01-26,64.45,completed
16982,7545,2024-08-15,23.49,completed
16983,8246,2024-06-25,137.44,cancelled
16984,7842,2024-05-15,94.95,completed
16985,4045,2024-04-27,16.96,cancelled
16986,4614,2024-09-07,89.46,completed
16987,1465,2024-03-28,59.45,completed
16988,8962,2024-06-23,140.03,completed
16989,7062,2024-03-19,129.87,completed
16990,5186,2024-09-24,165.14,completed
16991,3606,2024-12-01,116.72,completed
16992,9244,2024-04-17,62.21,completed
16993,8294,2024-11-22,80.3,completed
16994,4187,2024-07-04,43.27,completed
16995,9509,2024-05-31,53.86,completed
16996,3610,2024-04-14,105.66,completed
16997,9771,2024-03-03,21.8,completed
16998,3546,2024-07-05,89.36,refunded
16999,389,2024-03-26,99.45,completed
17000,2875,2024-06-19,109.56,completed
17001,9085,2024-12-17,40.9,completed
17002,9269,2024-02-21,183.03,completed
17003,8465,2024-01-07,98.84,completed
17004,3329,2024-10-30,132.93,completed
17005,3483,2024-04-01,21.76,completed
17006,1906,2024-09-07,14.83,cancelled
17007,8797,2024-07-07,21.24,completed
17008,9224,2024-05-29,71.0,completed
17009,2293,2024-03-26,112.27,completed
17010,3465,2024-08-02,51.87,completed
17011,4602,2024-07-16,54.09,completed
17012,591,2024-09-06,8.91,completed
17013,1824,2024-12-28,54.28,completed
17014,2841,2024-02-26,52.57,completed
17015,638,2024-02-12,32.83,completed
17016,8088,2024-04-13,44.46,completed
17017,3222,2024-10-07,164.8,completed
17018,2731,2024-05-24,75.78,cancelled
17019,7230,2024-07-21,67.94,completed
17020,1955,2024-04-08,42.95,completed
17021,646,2024-09-24,86.07,cancelled
17022,95,2024-02-08,271.58,cancelled
17023,6344,2024-04-15,106.9,completed
17024,580,2024-11-30,51.48,completed
17025,4660,2024-09-12,57.62,cancelled
17026,3912,2024-07-19,125.31,cancelled
17027,2909,2024-11-06,245.67,completed
17028,1010,2024-04-30,19.98,completed
17029,4833,2024-10-16,63.26,completed
17030,6743,2024-06-05,57.21,completed
17031,649,2024-01-08,124.77,completed
17032,2371,2024-01-25,65.29,cancelled
17033,800,2024-08-08,135.62,completed
17034,5785,2024-12-09,15.24,completed
17035,9606,2024-02-11,94.44,completed
17036,9161,2024-04-03,124.83,completed
17037,3426,2024-12-15,12.98,completed
17038,773,2024-04-19,92.67,completed
17039,7558,2024-04-07,24.51,completed
17040,5948,2024-11-10,57.84,completed
17041,4253,2024-04-04,53.75,completed
17042,1924,2024-10-21,25.57,completed
17043,7438,2024-09-16,71.57,completed
17044,2527,2024-12-27,53.46,cancelled
17045,4252,2024-08-03,43.69,completed
17046,7482,2024-11-28,201.26,completed
17047,8389,2024-08-26,125.95,completed
17048,4416,2024-08-11,86.55,completed
17049,7610,2024-11-06,50.78,completed
17050,2674,2024-12-25,16.53,completed
17051,6164,2024-07-24,36.67,completed
17052,9541,2024-12-24,38.28,completed
17053,4595,2024-03-12,186.45,completed
17054,7854,2024-08-31,14.58,completed
17055,8241,2024-07-12,49.1,completed
17056,3664,2024-07-24,94.44,cancelled
17057,3616,2024-01-02,73.53,completed
17058,6286,2024-02-27,52.32,completed
17059,668,2024-01-08,32.5,completed
17060,2220,2024-05-07,91.78,completed
17061,633,2024-10-25,56.34,completed
17062,1424,2024-09-24,187.29,cancelled
17063,1539,2024-10-25,66.09,cancelled
17064,1328,2024-08-03,205.16,completed
17065,9523,2024-06-12,78.51,completed
17066,1199,2024-08-08,46.35,completed
17067,8245,2024-05-12,42.98,completed
17068,7563,2024-01-01,64.21,completed
17069,5555,2024-07-05,33.93,completed
17070,3539,2024-03-16,30.52,completed
17071,8591,2024-03-13,121.91,completed
17072,6659,2024-02-12,88.74,completed
17073,6569,2024-10-11,29.34,completed
17074,8117,2024-04-28,102.64,completed
17075,1862,2024-10-06,54.31,completed
17076,2799,2024-10-23,89.48,completed
17077,2558,2024-06-13,94.88,completed
17078,1267,2024-04-07,39.29,completed
17079,8937,2024-09-27,220.68,completed
17080,3110,2024-11-08,40.38,completed
17081,2682,2024-04-15,94.08,completed
17082,5820,2024-08-15,36.22,completed
17083,1482,2024-03-18,56.77,completed
17084,6434,2024-09-01,60.05,completed
17085,6626,2024-06-05,120.86,completed
17086,2855,2024-09-17,76.91,completed
17087,9414,2024-11-22,107.35,cancelled
17088,6700,2024-08-21,72.6,completed
17089,9139,2024-08-07,143.66,completed
17090,9938,2024-08-07,96.28,completed
17091,2679,2024-05-18,79.05,completed
17092,2455,2024-02-07,89.43,completed
17093,9764,2024-05-27,18.99,cancelled
17094,6190,2024-07-02,27.43,completed
17095,4725,2024-08-30,80.91,cancelled
17096,661,2024-03-17,69.17,completed
17097,3521,2024-12-11,133.72,completed
17098,5439,2024-04-05,4.63,completed
17099,8196,2024-05-06,66.3,completed
17100,4096,2024-01-18,21.28,completed
17101,571,2024-11-29,79.17,completed
17102,9919,2024-05-10,85.41,cancelled
17103,3119,2024-05-18,104.84,cancelled
17104,8517,2024-07-02,29.19,completed
17105,7810,2024-10-21,16.68,completed
17106,9774,2024-04-03,98.07,completed
17107,5457,2024-07-25,38.14,completed
17108,9274,2024-05-09,35.56,completed
17109,4328,2024-07-10,66.57,completed
17110,7327,2024-03-29,22.65,completed
17111,6547,2024-06-16,95.88,completed
17112,5329,2024-08-06,26.0,completed
17113,8706,2024-01-07,32.44,completed
17114,3319,2024-09-24,47.69,completed
17115,7980,2024-01-30,28.58,completed
17116,1838,2024-02-10,116.94,completed
17117,1049,2024-08-07,110.67,completed
17118,6031,2024-12-13,70.95,completed
17119,9158,2024-02-23,37.43,completed
17120,1241,2024-03-30,30.5,completed
17121,2965,2024-06-08,79.07,cancelled
17122,6187,2024-12-02,30.63,completed
17123,1769,2024-01-18,40.32,completed
17124,9974,2024-03-20,18.78,completed
17125,8761,2024-06-30,66.51,cancelled
17126,630,2024-06-09,30.93,completed
17127,1994,2024-07-26,57.26,completed
17128,7831,2024-10-13,34.84,completed
17129,4986,2024-01-29,113.21,completed
17130,787,2024-02-09,81.29,completed
17131,9323,2024-09-21,21.55,completed
17132,7327,2024-08-01,120.32,completed
17133,4817,2024-06-20,50.17,completed
17134,9876,2024-10-06,123.41,completed
17135,5260,2024-02-22,72.26,completed
17136,8280,2024-03-26,50.63,completed
17137,1368,2024-10-13,17.18,completed
17138,8747,2024-03-24,21.0,completed
17139,224,2024-03-25,142.53,cancelled
17140,6801,2024-05-24,32.53,completed
17141,9194,2024-02-07,117.42,completed
17142,496,2024-01-15,125.91,completed
17143,5308,2024-04-09,93.05,completed
17144,136,2024-01-05,18.44,completed
17145,9131,2024-12-22,38.11,completed
17146,1874,2024-08-16,193.62,completed
17147,8177,2024-06-07,165.84,completed
17148,2207,2024-02-16,29.1,completed
17149,4213,2024-04-18,49.35,completed
17150,6485,2024-09-06,114.98,completed
17151,5840,2024-08-16,13.66,completed
17152,6089,2024-12-11,111.37,cancelled
17153,9483,2024-06-23,71.92,completed
17154,4873,2024-12-12,330.2,completed
17155,9730,2024-03-22,129.96,completed
17156,1311,2024-02-06,12.34,completed
17157,955,2024-05-12,102.35,completed
17158,4604,2024-12-24,151.69,completed
17159,8229,2024-04-01,86.45,cancelled
17160,6211,2024-08-25,82.83,completed
17161,2485,2024-02-16,82.38,refunded
17162,6333,2024-02-06,127.25,completed
17163,9988,2024-11-08,79.21,completed
17164,8454,2024-04-07,64.64,completed
17165,7602,2024-11-03,84.28,completed
17166,724,2024-08-20,17.17,completed
17167,3400,2024-07-27,65.64,completed
17168,7221,2024-10-16,45.12,completed
17169,3231,2024-09-01,130.23,completed
17170,9734,2024-12-30,31.34,cancelled
17171,8097,2024-10-22,63.92,completed
17172,2751,2024-04-03,34.59,completed
17173,3474,2024-01-18,82.09,completed
17174,9588,2024-07-03,185.02,completed
17175,3119,2024-09-24,103.24,completed
17176,3532,2024-04-17,104.29,completed
17177,2898,2024-07-29,24.83,completed
17178,3256,2024-03-05,81.05,completed
17179,7473,2024-09-12,41.41,cancelled
17180,6200,2024-10-21,56.16,completed
17181,8228,2024-09-27,48.89,completed
17182,9668,2024-10-09,32.08,completed
17183,6067,2024-01-03,74.38,completed
17184,975,2024-12-25,82.34,completed
17185,7666,2024-11-23,118.03,completed
17186,9345,2024-07-09,136.9,completed
17187,9467,2024-11-13,97.56,completed
17188,493,2024-03-25,24.44,refunded
17189,6239,2024-11-05,41.55,completed
17190,2693,2024-06-08,67.3,completed
17191,9888,2024-12-10,132.12,completed
17192,9813,2024-05-08,85.88,completed
17193,5390,2024-02-08,122.77,completed
17194,2200,2024-02-04,154.88,completed
17195,8140,2024-07-14,146.02,completed
17196,9413,2024-08-14,34.3,completed
17197,7634,2024-03-30,27.48,completed
17198,8369,2024-12-25,95.83,completed
17199,3225,2024-08-11,126.76,completed
17200,8097,2024-04-17,18.99,completed
17201,2751,2024-01-01,59.32,completed
17202,1834,2024-06-14,124.02,cancelled
17203,182,2024-09-27,30.76,cancelled
17204,5254,2024-05-15,75.31,completed
17205,1866,2024-12-28,88.07,completed
17206,7555,2024-05-18,15.77,completed
17207,8811,2024-10-19,109.25,completed
17208,2131,2024-06-24,121.69,refunded
17209,2881,2024-08-04,71.42,completed
17210,6558,2024-09-27,14.41,completed
17211,235,2024-03-04,44.64,completed
17212,1578,2024-01-11,130.92,completed
17213,8221,2024-10-13,35.11,completed
17214,9156,2024-02-07,147.21,completed
17215,9949,2024-08-31,61.55,cancelled
17216,8382,2024-08-10,111.25,completed
17217,4635,2024-01-09,28.41,completed
17218,6505,2024-09-16,185.12,completed
17219,4734,2024-04-16,40.67,refunded
17220,8652,2024-03-15,56.79,completed
17221,5399,2024-03-07,53.63,refunded
17222,8126,2024-11-15,6.39,cancelled
17223,6865,2024-03-01,59.59,completed
17224,3902,2024-03-31,33.67,completed
17225,1913,2024-10-13,72.54,completed
17226,19,2024-01-18,84.57,completed
17227,1639,2024-10-11,35.48,completed
17228,2837,2024-03-10,36.49,cancelled
17229,9665,2024-03-17,39.95,cancelled
17230,3334,2024-11-17,75.27,completed
17231,8910,2024-03-22,51.75,refunded
17232,4615,2024-03-17,36.43,completed
17233,6366,2024-02-21,49.56,cancelled
17234,6260,2024-04-24,129.35,refunded
17235,408,2024-06-27,71.86,completed
17236,9149,2024-01-24,45.92,completed
17237,538,2024-09-13,150.81,completed
17238,6154,2024-06-23,92.52,completed
17239,1483,2024-03-28,16.1,completed
17240,2539,2024-08-28,108.69,completed
17241,9390,2024-02-22,195.15,completed
17242,3187,2024-01-13,113.32,completed
17243,7389,2024-02-15,42.28,completed
17244,262,2024-10-08,61.6,completed
17245,8258,2024-12-20,14.55,completed
17246,1561,2024-10-08,104.39,completed
17247,4567,2024-03-20,56.7,completed
17248,6556,2024-05-22,39.5,completed
17249,8034,2024-08-31,58.32,completed
17250,6900,2024-10-20,16.49,completed
17251,8539,2024-12-07,18.39,completed
17252,7238,2024-10-22,24.28,completed
17253,7310,2024-04-26,6.97,completed
17254,5326,2024-11-20,43.45,completed
17255,2264,2024-09-23,30.15,completed
17256,5771,2024-06-16,133.11,completed
17257,9606,2024-02-29,27.73,cancelled
17258,2448,2024-09-24,97.25,completed
17259,6373,2024-01-25,34.67,completed
17260,2996,2024-11-19,73.95,completed
17261,1470,2024-12-15,155.42,completed
17262,2848,2024-03-02,24.42,completed
17263,4586,2024-07-02,170.94,completed
17264,1296,2024-05-26,108.92,cancelled
17265,5751,2024-01-03,84.82,completed
17266,8172,2024-03-07,71.84,completed
17267,2638,2024-05-25,62.43,completed
17268,3371,2024-01-14,124.46,cancelled
17269,3852,2024-07-26,62.36,refunded
17270,1601,2024-03-09,52.96,completed
17271,8855,2024-09-22,100.44,completed
17272,8086,2024-11-23,34.42,cancelled
17273,5133,2024-12-12,204.29,completed
17274,5683,2024-06-12,83.35,completed
17275,8795,2024-02-12,56.6,completed
17276,8547,2024-02-02,55.78,completed
17277,8266,2024-10-23,51.16,completed
17278,2624,2024-03-02,91.96,completed
17279,6489,2024-03-23,73.34,cancelled
17280,750,2024-01-29,60.12,completed
17281,7660,2024-02-29,143.94,completed
17282,4097,2024-06-10,161.41,completed
17283,3756,2024-02-12,26.18,completed
17284,6522,2024-06-17,55.1,completed
17285,561,2024-03-30,46.67,completed
17286,8515,2024-09-28,42.3,completed
17287,1821,2024-11-11,45.96,completed
17288,7781,2024-03-05,27.7,completed
17289,9881,2024-04-13,110.18,cancelled
